id,name_vi,region,category,meal_types,prep_time_min,cook_time_min,difficulty,calories,protein_g,carbs_g,fat_g,fiber_g,sodium_mg,sugar_g,price_est_vnd_min,price_est_vnd_max,diet_tags,allergens,taste_profile,spice_level,servings,image_url,description,ingredients,utensils,steps,suitable_for,avoid_for
pho,Phở,Bắc,main,breakfast,20,20,medium,420,18,55,10,3,900,4,30000,60000,balanced,fish_sauce,"savory,umami",1,1,https://www.recipetineats.com/tachyon/2019/04/Beef-Pho_6.jpg?resize=500%2C500,"Là một trong những món ăn đặc trưng nhất cho ẩm thực Việt Nam. Thành phần chính của phở là bánh phở và nước dùng (hay nước lèo theo cách gọi miền Nam) cùng với thịt bò hoặc gà cắt lát mỏng. Ngoài ra còn kèm theo các gia vị như: tương, tiêu, chanh, nước mắm, ớt,...","Xương ống bò: 2kg, Thịt thăn bò: 1kg, Thịt nạm bò: 1kg, Hành tây: 3 củ, Hành lá: 5 cây, Gừng: 1 củ, Hành tím: 6 củ, Bánh phở: 1 ít, Rau ăn phở: 1 ít, Đường phèn: 200g, Gia vị nấu phở: 1 gói, Gia vị thông dụng: 1 ít","Rây, Vá, Đũa, Nồi hấp, Tô","Chần xương ống và sơ chế thịt nạm rồi cắt lát, Nướng hành tây hành tím gừng và rang gói gia vị phở, Hầm xương thịt với gia vị nướng rồi nêm đường phèn hạt nêm và muối, Xếp phở hành thịt bò và chan nước dùng nóng","Người lớn tuổi, Sinh viên, Bữa tiệc",Người ăn chay
com-hen,Cơm hến,Trung,main,dinner,20,20,medium,700,32,90,22,3,1300,8,35000,65000,balanced,"shrimp,peanuts,fish_sauce,gluten","savory,umami",1,1,https://file.hstatic.net/1000155899/article/com-hen-hue_38d07ba033d0444fa0d1f7b454086f5d.jpg,"Cơm nguội trộn với hến luộc, nước hến, mắm ruốc, rau bắp cải, tóp mỡ, bánh tráng nướng, mì xào giòn, ớt màu, đậu phộng nguyên hạt, dầu ăn chín, tiêu và muối","Cơm nguội: 1 ít, Hến tươi: 3kg, Da heo khô/bóng bì: 200g, Đậu phộng nguyên hạt: 300g, Khế chua: 2 trái, Cây bạc hà: 200g, Thân chuối bào: 100g, Giá: 200g, Bắp chuối bào: 100g, Rau thơm/ngò rí/húng lủi: 100g, Gốc hành lá: 50g, Ớt xiêm xanh: 20g, Tỏi: 1 củ, Ớt bột Huế: 1 ít, Dầu màu điều: 1/2 chén, Gia vị thông dụng: 1 ít","Vá, Đũa, Dao, Chảo","Rửa và luộc hến lấy nước trong rồi gạn thịt hến, Chiên da heo hoặc bóng bì và rang đậu phộng, Chuẩn bị rau sống bạc hà khế và các loại rau trộn, Xào hến với dầu điều mắm ruốc ớt bột, Nấu nước hến với gừng và mắm ruốc, Pha mắm ruốc và nước mắm ăn kèm, Bày cơm nguội rồi rải hến đậu phộng rau và rưới mắm","Người bận rộn, Gia đình, Bữa tiệc",Người ăn chay
com-ga-quang-nam,Cơm gà Quảng Nam,Trung,main,lunch,20,20,medium,700,32,90,22,3,1300,8,35000,65000,light,"chicken,fish_sauce","savory,umami",1,1,https://statics.vinpearl.com/com-ga-tam-ky-05%20(1)_1631434093.jpg,Cơm tẻ chín tới ăn với gà luộc rưới nước dùng gà,"Gà ta: 1 con, Gạo tẻ: 2 chén, Đu đủ xanh: 1 quả, Cà rốt: 1 củ, Hành tây: 1 củ, Gừng: 1 nhánh, Hành tím: 7 củ, Tỏi: 5 tép, Rau răm: 1 ít, Bột nghệ: 2 muỗng canh, Dầu ăn: 1 muỗng canh, Dầu màu điều: 1 muỗng canh, Nước cốt chanh: 2 muỗng canh, Nước mắm: 1 muỗng canh, Gia vị thông dụng: 1 ít","Đũa, Rây, Chén, Dao, Chảo, Nồi","Luộc gà với gừng hành rồi xé thịt, Rang gạo với tỏi rồi nấu bằng nước luộc gà, Xào lòng gà với gia vị rồi thêm nước làm nước mạ, Trộn đu đủ cà rốt hành tây làm gỏi, Xới cơm ra dĩa thêm gà xé gỏi rau răm và rưới nước mạ","Gia đình, Trẻ em, Sinh viên",Người ăn chay
com-lam,Cơm lam,Trung,main,dinner,20,20,medium,700,32,90,22,3,1300,8,35000,65000,vegetarian,,"savory,umami",1,1,https://store.longphuong.vn/wp-content/uploads/2024/04/cach-lam-com-lam-18.jpg,"Được làm từ gạo nếp cùng một số nguyên liệu khác, cho vào ống tre, giang, nứa và nướng chín trên lửa","Gạo nếp: 1kg, Gừng nhỏ: 1 củ, Nước dừa tươi: 200ml, Đậu phộng: 200g, Mè trắng: 100g, Muối tinh: 2 muỗng canh, Tre: 7 ống","Nồi, Dao, Thớt, Rây, Kéo","Ngâm nếp 4–6 giờ trộn gừng, Lót ống tre bằng lá chuối rồi cho nếp và nước dừa vào bịt kín, Nướng ống tre trên than xoay đều đến khi cơm chín thơm, Rang đậu phộng muối mè rồi giã làm muối vừng ăn kèm","Trẻ em, Gia đình, Người lớn tuổi",Người ăn chay
com-nam,Cơm nắm,Bắc,main,breakfast,20,20,medium,700,32,90,22,3,1300,8,35000,65000,vegetarian,"egg,fish_sauce","savory,umami",1,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYHEbZz4BnQ7CdQC8zSlMBF18XBm5DFwbqKQ&s,"Là món ăn có từ rất xa xưa của dân tộc. Cơm trắng nóng hổi đem nén chặt thành tấm bằng hai bàn tay rồi xắt miếng chấm với muối vừng vừa dẻo vừa bùi hài hòa vị mặn, ngọt.","Gạo dẻo thơm: 500g, Vừng: 50g, Lạc: 100g, Ruốc: 100g, Chả lụa: 100g, Đường: 3 muỗng cà phê, Muối: 1 muỗng cà phê","Tô, Kéo, Vá, Dao","Rang vừng và lạc rồi giã trộn muối đường, Nấu chín gạo làm cơm, Nắm cơm thật chặt thành khối rồi tạo hình trụ, Cắt miếng và ăn kèm muối vừng","Trẻ em, Người bận rộn, Bữa tiệc",Người ăn chay
com-rang,Cơm rang,Trung,main,lunch,20,20,medium,700,32,90,22,3,1300,8,35000,65000,balanced,egg,"savory,umami",1,1,https://assets.unileversolutions.com/v1/1187779.jpg,"Cơm cùng với dầu ăn hoặc mỡ được chiên với những thức ăn khác như thịt, trứng... Món ăn cực kỳ phổ biến tại Việt Nam","Cơm nguội: 500g, Tôm tươi: 200g, Tôm khô: 20g, Râu mực: 100g, Trứng gà: 2 quả, Cà rốt: 1/2 củ, Hành lá: 4 nhánh, Hành tím: 4 củ, Tỏi: 4 tép, Tiêu xanh: 1 ít, Nước mắm: 1 muỗng canh, Dầu ăn: 2.5 muỗng canh, Gia vị thông dụng: 1 ít","Kéo, Nồi, Tô, Nồi hấp, Thớt","Ngâm tôm khô và sơ chế tôm mực cắt hạt lựu, Ướp hải sản và trộn gia vị vào cơm nguội, Sơ chế cà rốt hành tỏi, Xào hải sản rồi thêm cà rốt tôm khô, Chiên cơm với nước sốt và trứng rồi trộn hải sản, Múc ra dĩa rắc tiêu hành ngò","Gia đình, Bữa tiệc, Trẻ em",Người ăn chay
com-tam,Cơm tấm,Nam,main,lunch,20,20,medium,700,32,90,22,3,1300,8,35000,65000,balanced,"fish_sauce,egg","savory,umami",1,1,https://lalago.vn/wp-content/uploads/2025/06/com-tam-hoi-an-1.jpg,"Cơm tấm có thể gồm cả sườn, bì, chả, trứng hoặc không gồm đầy đủ các món trên nhưng phải có nước mắm ngọt","Thịt sườn: 2kg, Sả cây: 30g, Ớt: 7 trái, Tỏi: 7 củ, Hành lá: 4 cây, Hành tím cỡ bự: 1 củ, Đồ chua ăn kèm: 1 ít, Dưa leo/cà chua: 1 ít, Nước tương: 7 muỗng canh, Sữa tươi: 6 muỗng canh, Ngũ vị hương: 1 muỗng cà phê, Nước mắm: 3 muỗng canh, Nước cốt chanh: 1/2 muỗng canh, Mật ong: 2 muỗng canh, Giấm: 2 muỗng canh, Dầu ăn: 2 muỗng canh, Gia vị thông dụng: 1 ít","Dao, Vá, Chảo, Chén","Nấu cơm tấm hạt tơi, Ướp sườn rồi nướng vàng, Làm bì và hấp chả trứng, Pha nước mắm chua ngọt, Xếp sườn bì chả lên cơm, rưới mỡ hành và nước mắm","Bữa tiệc, Người lớn tuổi, Sinh viên",Người ăn chay
ca-kho,Cá kho,Nam,main,lunch,20,20,medium,500,20,60,15,3,900,5,35000,65000,balanced,fish_sauce,"savory,umami",1,1,https://cdnv2.tgdd.vn/mwg-static/common/Common/05052025%20-%202025-05-09T154044.858.jpg,"Cá chế biến bằng cách kho với nước hàng, vị chua, vị ngọt và nước mắm","Cá basa: 800g, Hành lá: 3 nhánh, Hành tím: 3 củ, Ớt: 5 trái, Tỏi: 7 tép, Dừa nạo: 1 trái, Nước màu đường: 2 muỗng cà phê, Dầu ăn: 1 ít, Gia vị thông dụng: 1 ít","Vá, Kéo, Nồi hấp, Thớt, Muỗng","Sơ chế cá basa và băm hành tỏi ớt, Ướp cá với nước mắm muối đường hạt nêm nước màu, Phi hành tỏi áp chảo cá rồi cho vào nồi đất, Kho cá với nước dừa và tương ớt đến sánh, Rắc hành tiêu và múc ăn kèm cơm nóng","Sinh viên, Bữa tiệc, Người lớn tuổi","Người cần hạn chế dầu mỡ, Người dị ứng hải sản"
kho-quet,Kho quẹt,Nam,main,lunch,20,20,medium,500,20,60,15,3,900,5,35000,65000,balanced,fish_sauce,"savory,umami",1,1,https://assets.tmecosys.com/image/upload/t_web_rdp_recipe_584x480/img/recipe/ras/Assets/bea34561-d1c0-474e-80fe-83cdde036890/Derivates/7664bdaa-9ff2-41e2-9a36-18d582a5da5f.jpg,"Món cơm chiên giòn ăn kèm rau củ, chấm với kho quẹt đang rất được ưa chuộng","Thịt ba chỉ: 200gr, Tôm khô: 30gr, Mỡ heo: 200gr, Hành lá: 3 nhánh, Ớt xanh: 3 quả, Ớt hiểm: 2 quả, Tỏi: 3 tép, Hành tím: 2 củ, Nước mắm: 12 muỗng canh, Gia vị thông dụng (muối/đường/bột ngọt/tiêu): 1 ít, Rau ăn kèm (cà rốt/su su/cải ngọt/tùy ý thích): 1 ít","Chảo, Thớt, Muỗng, Rây, Tô, Nồi","Thắng mỡ heo làm tóp mỡ và pha nước mắm, Sơ chế thịt ba chỉ tôm khô hành tỏi ớt và rau luộc, Xào thịt ba chỉ hành tỏi rồi cho tôm khô và hỗn hợp nước mắm vào kho sánh, Thêm tóp mỡ tiêu hành lá kho thêm ít phút, Luộc rau chấm kho quẹt","Bữa tiệc, Người lớn tuổi, Trẻ em",Người cần hạn chế dầu mỡ
mam-chung,Mắm chưng,Trung,main,dinner,20,20,medium,500,20,60,15,3,900,5,35000,65000,balanced,fish_sauce,"savory,umami",1,1,https://file.hstatic.net/200000700229/article/cach-lam-mam-chung-thit-trung_be4fed86dc5d453c8806b4c51cdf92db.jpg,"Mắm chưng là món ăn truyền thống của miền Tây Nam Bộ Việt Nam, kết hợp giữa mắm cá ủ lên men với thịt băm, trứng và gia vị rồi hấp hoặc chưng lại","Trứng: 188g, Ớt: 84g, Đường: 59g, Tiêu: 43g, Thịt heo bằm: 135g, Mắm cá linh: 158g","Kéo, Vá, Rây, Chén, Thớt, Tô","Băm hành tím và ớt rồi trộn mắm cá linh với thịt xay đường bột ngọt tiêu, Đánh tan 3 trứng (chừa 1 lòng đỏ) rồi trộn vào hỗn hợp cùng hành ớt băm, Hấp hỗn hợp 15 phút và xả hơi mỗi 5 phút để không đọng nước, Quét lòng đỏ lên mặt thêm hành ớt rồi hấp thêm 5 phút, Mắm chưng hoàn thành thơm béo đậm đà","Trẻ em, Bữa tiệc, Người lớn tuổi",Người ăn chay
rau-muong-xao-toi,Rau muống xào tỏi,Trung,main,dinner,20,20,medium,500,20,60,15,3,900,5,35000,65000,"vegetarian,light",,"savory,umami",1,1,https://cdn.tgdd.vn/Files/2020/06/24/1265201/cach-lam-nuoc-sot-sieu-de-de-lam-rau-muong-xao-toi-5.jpg,Rau muống luộc qua hoặc không xào trên lửa to với dầu (mỡ) và tỏi đập dập,"Rau muống: 500g, Tỏi: 2 củ, Dầu hào: 1 muỗng canh, Dầu ăn: 2 muỗng canh, Gia vị thông dụng: 1 ít","Muỗng, Chén, Tô, Thớt","Nhặt rửa rau muống và để ráo, Phi thơm tỏi rồi cho rau vào xào lửa lớn thêm ít nước, Nêm hạt nêm đường bột ngọt dầu hào và xào đến khi rau chín, Tắt bếp múc ra dĩa","Người bận rộn, Trẻ em, Người lớn tuổi",Người cần hạn chế dầu mỡ
rieucanh-chua,RiêuCanh chua,Nam,soup,dinner,20,20,medium,420,18,55,10,3,900,4,30000,60000,vegetarian,"fish_sauce,fish","savory,umami",1,1,https://media.baothaibinh.com.vn/upload/news/3_2025/canh_rieu_dau_ca_nau_giam_08172531032025.jpg,"Các loại rau củ quả nấu với các loại thịt hay thủy sản khác nhau, trong đó dùng một gia vị chua để tạo vị chua thơm ngon cho nước canh","Cua đồng: 500g, Cà chua: 200g, Rau thì là: 200g, Hành tím: 3 củ, Mẻ chua: 1 muỗng canh, Nước mắm: 3 muỗng canh, Dầu màu điều: 1 muỗng cà phê, Dầu ăn: 2 muỗng canh, Muối/tiêu xay: 1 ít","Thớt, Nồi hấp, Chảo, Rây, Vá","Lọc cua với 2 lít nước lấy nước riêu, Sơ chế cà chua hành tây cần tây hành lá thì là, Phi đầu hành xào cà chua cho mềm, Nấu nước cua đến khi riêu nổi cho cà chua nêm hạt nêm muối đường thêm hành tây cần tây hành lá thì là","Trẻ em, Gia đình, Bữa tiệc",Người ăn chay
thit-kho,Thịt kho,Nam,main,dinner,20,20,medium,500,20,60,15,3,900,5,35000,65000,balanced,fish_sauce,"savory,umami",1,1,https://i-giadinh.vnecdn.net/2024/06/01/Bc4Thnhphm4-1717228679-2867-1717228687.jpg,"Thịt lợn (luôn phải có mỡ, nếu không phải thêm mỡ hoặc dầu ăn) vào nồi đun cho tới chín, cho thêm nước mắm để có vị mặn nhạt theo sở thích","Thịt ba chỉ: 400g, Ớt: 3 trái, Hành tím băm: 1 củ, Tỏi băm: 2 tép, Nước mắm: 1 muỗng canh, Tiêu hạt: 1 muỗng canh, Gia vị thông dụng: 1 ít","Chén, Nồi, Kéo, Đũa, Nồi hấp, Vá","Chần thịt ba chỉ khử mùi rồi cắt miếng ướp đường bột ngọt hạt nêm tiêu hành tỏi 20 phút, Thắng đường làm nước màu cho thịt vào xào săn đổ nước và ớt kho 10 phút thêm nước mắm kho cạn rắc tiêu, Múc ra dĩa","Bữa tiệc, Trẻ em, Người bận rộn","Người cần hạn chế dầu mỡ, Người ăn chay"
thit-kho-tau,Thịt kho Tàu,Trung,main,dinner,20,20,medium,500,20,60,15,3,900,5,35000,65000,balanced,"egg , pork,fish_sauce","savory,umami",1,1,https://file.hstatic.net/200000700229/article/thit-kho-tau-thumb_bc66044baa614c3ba455a1fcd7b1413a.jpg,Thịt lợn (có mỡ) kho với trứng và nước dừa,"Thịt ba chỉ hoặc thịt chân giò: 500g, Trứng vịt luộc: 5 quả, Nước dừa: 400ml, Hành băm: 1 muỗng canh, Tỏi băm: 1 muỗng canh, Nước mắm: 3 muỗng canh, Gia vị thông dụng: 1 ít","Vá, Rây, Tô, Muỗng, Dao, Kéo","Ướp thịt với hành tỏi nước mắm đường hạt nêm tiêu 1 giờ, Thắng nước màu rồi cho thịt vào đảo săn đổ nước dừa kho nhỏ lửa thêm trứng vịt luộc, Múc ra tô","Bữa tiệc, Người bận rộn, Trẻ em","Người cần hạn chế dầu mỡ, Người ăn chay"
xoi-chien,Xôi chiên,Trung,main,breakfast,20,20,medium,500,20,60,15,3,900,5,35000,65000,balanced,,"savory,umami",1,1,https://beptruong.edu.vn/wp-content/uploads/2024/10/xoi-chien.jpg,"Xôi trắng ấn dẹt thành từng bánh rồi chiên ngập dầu, hoặc có thể chiên phồng thành dạng tròn xoay như hình cầu.","Thịt băm: 300g, Nấm mèo: 1/2 chén, Sắn: 1/2 củ, Cà rốt: 1/4 củ, Hành tím: 1 củ, Gạo nếp: 500g, Gia vị thông dụng: 1 ít","Vá, Dao, Chảo, Nồi hấp, Chén, Muỗng","Ngâm nếp và hấp chín rồi cắt miếng, Chiên xôi vàng giòn và xào nhân thịt rau nêm vừa, Kẹp nhân vào miếng xôi và dùng ngay","Người bận rộn, Gia đình, Người lớn tuổi",Người cần hạn chế dầu mỡ
xoi-o-xanhxoi-au-xanh,Xôi đỗ xanh,Bắc,main,breakfast,20,20,medium,500,20,60,15,3,900,5,35000,65000,balanced,,"savory,umami",1,1,https://i.ytimg.com/vi/ORz_d9NkQcI/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLCcs8cTplw-TArTllEDuuu6_6zSeQ,"Đỗ xanh chà vỏ, ngâm nở và đãi bỏ vỏ (hoặc có thể để nguyên vỏ) trộn với gạo nếp và đồ chín. Đây là một loại xôi phổ biến và có rất nhiều loại xôi tương tự được chế biến với các loại đậu, đỗ","Nếp: 500g, Nước cốt dừa: 250g, Đậu xanh: 100g, Muối: 2g, Dầu ăn: 5g, Lá dứa: 10g, Mè vàng: 10g, Đậu phộng: 10g, Đường: 50g","Tô, Thớt, Nồi, Kéo, Nồi hấp, Đũa","Rang mè và đậu phộng, Ngâm nếp đậu xanh với nước cốt dừa 40 phút rồi nấu chín, Giã mè muối đường đậu phộng làm muối mè","Người bận rộn, Sinh viên, Gia đình",Người ăn chay
xoi-ga,Xôi gà,Nam,main,breakfast,20,20,medium,500,20,60,15,3,900,5,35000,65000,light,chicken,"savory,umami",1,1,https://bizweb.dktcdn.net/100/442/328/products/xoi-ga-com-nieu-sai-gon.jpg?v=1721795381517,"Được làm với nước cốt dừa và lá dứa, sau đó xé phay thịt gà luộc hoặc thịt gà quay, thái mỏng lạp sường và bày lên bát xôi như một đồ ăn kèm.","Nếp: 2 chén, Đậu xanh (không vỏ): 1/4 chén, Gà mái: 1 con, Rau răm: 1 ít, Hành tây: 1 củ, Ớt: 5 trái, Chanh: 2 trái, Gia vị thông dụng: 1 ít","Chén, Rây, Nồi hấp, Nồi","Hấp chín nếp đậu xanh, Luộc gà rồi xé sợi, Trộn gỏi gà xé với hành tây rau răm chanh tiêu","Người bận rộn, Bữa tiệc, Gia đình",Người ăn chay
xoi-gac,Xôi gấc,Trung,main,breakfast,20,20,medium,500,20,60,15,3,900,5,35000,65000,balanced,,"savory,umami",1,1,https://cookbeo.com/media/2021/11/xoi-gac/xoi-gac-16x9.jpg,"Là một món ăn ngon, bổ, phổ thông, và rất được ưa chuộng như một đồ thờ cúng ngày lễ, tết, giỗ chạp, hoặc đi kèm với lợn sữa quay trên mâm đồ lễ ăn hỏi. Sử dụng thịt gấc để tạo màu sắc đỏ tươi tắn và hương vị thơm ngon cho món xôi.","Quả gấc: 200g, Nếp Bắc: 2 bát, Đường: 1 muỗng canh, Nước cốt dừa: 150ml, Muối: 1/2 muỗng cà phê, Rượu trắng: 5ml","Rây, Vá, Thớt, Nồi hấp, Đũa, Tô","Ngâm nếp và lấy thịt gấc, Trộn gấc rượu với nếp thêm nước cốt dừa, Hấp xôi 40 phút cho dẻo thơm","Bữa tiệc, Người lớn tuổi, Gia đình",Người ăn chay
xoi-la-cam,Xôi lá cẩm,Nam,main,breakfast,20,20,medium,500,20,60,15,3,900,5,35000,65000,balanced,,"savory,umami",1,1,https://i.ytimg.com/vi/62IzUsxa_F8/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLDoPGSlgQX3scDMzSmMRnC2sb6QLA,"Tương tự xôi xéo với đậu xanh tán nhuyễn, nhưng kết hợp với nước sắc của lá cẩm để lấy màu tím đỏ.","Gạo nếp: 1kg, Nước lá cẩm: 600ml, Nước sạch: 400ml, Muối: 1 muỗng cà phê, Nước cốt dừa: 120ml, Đường: 100g, Lá dứa: 1 bó","Nồi, Nồi hấp, Kéo, Muỗng, Rây","Nấu lá cẩm lấy nước tím, Ngâm nếp với nước lá cẩm cho thấm màu, Hấp xôi rồi rưới nước cốt dừa cho dẻo béo","Sinh viên, Người bận rộn, Trẻ em",Người ăn chay
xoi-ngu-sac,Xôi ngũ sắc,Nam,main,breakfast,20,20,medium,500,20,60,15,3,900,5,35000,65000,balanced,,"savory,umami",1,1,https://cdn.tgdd.vn/2021/04/CookRecipe/GalleryStep/tha%CC%80nh-pha%CC%89m-36.jpg,"Xôi được nấu kết hợp với các loại nước sắc của lá cơm xanh, cơm đỏ, cơm vàng để tạo màu. Thịnh hành với các dân tộc thiểu số (Mường, Tày, Thái). 5 màu xôi tượng trưng cho ngũ hành","Gạo nếp: 1kg, Nước cốt dừa: 200ml, Nước cốt lá dứa: 2 muỗng canh, Nước cốt dành dành (hoặc nước cốt nghệ tươi): 2 muỗng canh, Nước cốt lá cẩm: 2 muỗng canh, Cơm gấc: 2 muỗng canh, Rượu trắng: 1 muỗng canh, Muối mè (ăn kèm): 1 ít, Đường: 3 muỗng canh, Muối: 1/2 muỗng cà phê","Đũa, Muỗng, Rây, Tô","Ngâm nếp và chia thành 5 phần, Trộn từng phần với nước màu tự nhiên rồi đem hấp, Chan nước cốt dừa vào xôi và hấp thêm cho thơm dẻo","Người bận rộn, Trẻ em, Gia đình",Người ăn chay
